Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2241,16666171,"JD Crew","2026-08-06 12:52:58",472.5,2,"abhijnanpodder,ahsafabid"
2242,16659957,"Jaydon J P","2026-08-07 14:19:14",472.5,1,jaydonjp
2243,16641330,"Takuya Yoshimi","2026-08-04 05:16:22",472.4,2,tkyysm
2244,16664454,"Naga Vinay Avvaru","2026-08-05 07:04:44",472.1,2,anagavinay
2245,16639624,"Nishanth Rajan","2026-08-02 03:25:35",471.7,2,nishanthrajandev
2246,16666944,"Meghnath S","2026-08-07 06:33:08",471.0,2,meghnaths
2247,16659688,Daniel,"2026-08-05 12:21:37",469.6,2,danielyazgi
2248,16623739,SarsaShen,"2026-08-05 07:12:00",469.6,2,sarsashen
2249,16685990,VictorAndrew,"2026-08-07 19:24:37",469.5,2,vicktvr
2250,16668012,"Aleksander Iżemski","2026-08-05 20:52:54",469.4,2,aizemski
2251,16655689,花朝,"2026-08-05 04:10:02",469.3,2,xhxyyds
2252,16666147,"Khalid Bin Hethlain","2026-08-06 03:51:41",469.0,1,khalidbinhethlain
2253,16677565,"Avish Sinha","2026-08-08 06:35:18",468.7,2,avish006
2254,16622097,"Garrick C.P.","2026-08-01 12:22:08",467.9,2,garrickchinnis
2255,16661930,zzangsunghyeon,"2026-08-06 17:13:44",467.3,1,zzangsunghyeon
2256,16685342,"Kanth Da","2026-08-07 16:04:42",467.1,2,kanthda
2257,16628409,"yann sadowski","2026-07-31 09:39:25",466.9,1,yannsadowski
2258,16665252,"Harsh Katara","2026-08-05 06:51:14",466.1,1,harshkatara
2259,16660515,"pooja sandali","2026-08-08 05:51:03",465.8,2,poojasandali
2260,16641294,YogeshG22,"2026-08-03 17:58:51",465.8,2,yogeshg22
2261,16664469,"Thorlapati Nikhil","2026-08-07 13:28:08",465.3,2,thorlapatinikhil
2262,16665543,"Charan Manthena","2026-08-07 10:16:51",465.3,2,charanmanthena
2263,16660369,"Dev MCP","2026-08-04 12:59:09",464.2,1,nishant2905
2264,16675000,"Carl Bell","2026-08-06 19:07:50",464.2,1,allegedcarlbell
2265,16668241,"Shreyansh Kanotra","2026-08-06 17:53:05",464.2,2,shreyanshkanotra
2266,16639679,"Felix Allistar","2026-08-03 14:21:40",464.1,2,felixallistar
2267,16660397,Divyansh82Raj,"2026-08-04 15:01:28",463.1,2,divyansh82raj
2268,16660341,"Nefise Aybar","2026-08-04 12:37:29",462.9,2,nefiseaybar
2269,16673152,"Arijit Raj","2026-08-06 08:23:14",461.3,2,arijitraj02
2270,16659975,"Rahul Sain","2026-08-05 18:54:58",461.1,2,rahulsain2001
2271,16666334,UnderBlade,"2026-08-05 09:56:11",460.9,2,"athillazaidan,kurtmikhael"
2272,16670659,saumyagupta12,"2026-08-08 06:11:36",459.9,2,saumyagupta12
2273,16662646,"Jay Parsana","2026-08-05 19:11:16",459.5,2,jay051
2274,16653001,"Alexey Kuleshov","2026-08-04 12:07:51",458.3,2,alexkulll
2275,16682229,"mayuri sarangi","2026-08-07 08:02:17",457.0,2,mayurisarangi
2276,16678653,Wzjj98,"2026-08-06 19:31:39",456.3,1,wzjj98
2277,16628404,theken,"2026-08-06 14:20:52",456.0,2,theken
2278,16683435,CoorDi,"2026-08-07 09:16:42",455.8,2,bxy0125
2279,16664619,"Trupen Patel","2026-08-07 13:58:55",455.7,2,trupenpatel
2280,16655555,Bharath2411,"2026-08-07 18:03:34",455.7,1,bharath2411
2281,16665336,"maoyuan ma","2026-08-06 01:11:22",455.5,2,maoyuanma
2282,16663040,"BARBARA GASKINS","2026-08-08 04:23:33",455.5,2,barbaragaskins
2283,16630520,dimitris_x94,"2026-08-07 21:06:56",455.3,2,dimitrisx94
2284,16688884,"As Wasti","2026-08-08 05:47:26",455.3,1,aswasti
2285,16659529,"Sanchit Jain","2026-08-05 05:58:55",455.0,2,sanchit1609
2286,16658983,"Titi Huang","2026-08-07 08:43:29",454.6,2,titihuang
2287,16653105,James,"2026-08-06 17:52:02",454.4,2,jamesquirk
2288,16675218,데미안과마루,"2026-08-08 02:38:06",454.3,2,siver3
2289,16662967,"Amalio Gomez","2026-08-04 22:07:16",453.7,1,amaliogomez
2290,16635243,MlMlDev34,"2026-08-01 11:26:52",452.5,2,mlmldev34
2291,16682342,"Jebez Oswald","2026-08-07 10:46:58",451.9,2,jebezoswald
2292,16658319,"Huỳnh Nguyễn Trọng Tín","2026-08-06 06:23:40",451.3,2,tnhunhnguyntrng
2293,16671607,"Chanhyuk Han","2026-08-06 12:59:12",450.9,2,chanhyukhan
2294,16658733,luoqiuy,"2026-08-04 10:46:04",450.9,2,luo912
2295,16640683,Jason-Oh,"2026-08-08 05:50:01",450.9,2,dossantoss
2296,16631777,KiKi,"2026-08-05 16:45:28",450.8,2,kingkiller2164
2297,16672493,ChloeeeeY,"2026-08-06 14:25:11",450.6,2,chloeeeey
2298,16665400,FieldOps,"2026-08-08 06:37:01",450.5,2,sycpr1me
2299,16679389,"JOMIN URK21CS1077","2026-08-07 15:45:51",450.5,2,jominurk21cs1077
2300,16667105,"Vikram Tiwari","2026-08-07 13:08:02",450.4,2,vikramtiwari
2301,16660957,CREVATEC,"2026-08-07 11:06:28",450.2,2,"olakunleolalekan,samueloladeji"
2302,16669725,chosunghwan,"2026-08-06 03:52:24",450.0,1,chosunghwan
2303,16656946,"Sambit Padhan","2026-08-05 10:10:10",450.0,2,sambitpadhan
2304,16676803,"Josue Villao","2026-08-07 15:22:54",450.0,2,josuevillao
2305,16666997,"Krishnamurthy Venkatasubramanian","2026-08-05 15:09:46",449.9,2,krishnamurthyvenkat
2306,16656480,"Dip Biswas","2026-08-07 04:35:56",449.5,2,dipjacobiswas
2307,16656304,"Gururaj Athani","2026-08-07 15:26:55",448.6,2,gururajathani
2308,16667565,BeeDeeR,"2026-08-06 23:24:03",448.5,2,beedeer
2309,16677732,"Alessandro Mermali","2026-08-06 20:52:35",448.4,2,alessandromermali
2310,16662267,"Fahim Montasir","2026-08-08 05:20:10",448.0,2,fahimmontasir
2311,16624029,"Miguel Angel Rodriguez Fonseca","2026-08-07 03:55:38",446.9,2,miguelangelrodriguez
2312,16665647,hr15de,"2026-08-07 18:50:45",446.9,2,hr15de
2313,16657712,"samuel job Adeola ","2026-08-07 22:14:49",446.8,2,samueljobadeola
2314,16668471,Broomva,"2026-08-05 14:57:35",446.8,1,broomva
2315,16656472,angusdddsa,"2026-08-04 06:04:22",446.5,2,angusdddsa
2316,16657687,"Siddardha Shayini","2026-08-04 14:23:48",446.4,2,siddardhashayini3
2317,16677518,"Khor Yin Loon","2026-08-07 17:32:56",446.4,2,khoryinloon
2318,16663738,"Handre Bezuidenhout","2026-08-04 23:27:08",446.3,2,handrebezuidenhout
2319,16656431,"Venetta Smithen","2026-08-05 12:27:43",446.0,2,venettasmithen
2320,16656135,"JAYASURYA R","2026-08-05 15:43:01",445.2,2,suryar261
2321,16625615,"Mobeen Fatima","2026-08-01 14:20:07",445.2,2,mobeenfatimah
2322,16656732,"Shivam Kashyap","2026-08-04 05:28:03",444.4,1,shiyan0090
2323,16676305,JTHEFROG,"2026-08-08 06:39:26",444.3,2,joshyuasa
2324,16668340,"Sibi Vishnu","2026-08-08 04:27:04",444.1,2,sibivi
2325,16625611,"Karl Smile","2026-07-31 10:23:38",444.0,2,karlsmile
2326,16663576,Yurnero,"2026-08-04 21:24:04",444.0,1,samson8
2327,16624990,"Tanjim Ahmed Kingshu","2026-08-02 07:05:52",442.8,2,tanjimahmedkingshu
2328,16659464,"Héctor Valverde","2026-08-06 15:01:11",442.7,2,hvpareja
2329,16661351,"Adekojo Adeyemi","2026-08-04 15:25:52",441.7,1,adekojoadeyemi
2330,16633737,nrg,"2026-08-04 20:19:50",440.9,1,nargizaskarbekkyzy
2331,16624102,Khadersha.sk,"2026-08-03 02:45:03",440.4,2,khadershask
2332,16673110,"Sri Jayavel K","2026-08-07 15:54:37",439.8,2,srijayavelk
2333,16685625,"silvan ion","2026-08-07 22:00:46",439.2,1,john1one
2334,16665661,Ikhbar,"2026-08-05 09:50:57",438.9,2,ikhbar
2335,16659260,hitesh,"2026-08-05 19:29:28",437.7,2,shahhs
2336,16664002,"Guilherme Zanini de Sá","2026-08-07 21:33:35",437.7,2,guilhermezaninides
2337,16682471,Soumya2003uyvv755,"2026-08-08 07:01:37",436.9,2,soumya2003uyvv755
2338,16634166,Yuki.O,"2026-08-03 10:09:46",436.8,2,yukiohkawa
2339,16655919,"Tạ Minh Lễ","2026-08-04 06:46:45",436.6,2,tminhl
2340,16658450,"Krish Singh","2026-08-05 16:11:00",436.4,2,krishsingh2283
2341,16654196,"Aryaman Chokhani","2026-08-04 09:31:39",436.3,2,aryamanchokhani
2342,16669330,"Panagiotis Charalabopoulos","2026-08-06 06:52:15",435.9,1,panagiotischaral
2343,16668034,ggggalaxy,"2026-08-07 17:46:43",435.8,2,ggggalaxy
2344,16672138,mostafa69ca,"2026-08-06 05:03:43",434.8,1,mostafa69ca
2345,16668159,ABDELGHANY,"2026-08-06 10:39:49",434.5,2,abdelghanyrageh
2346,16665980,cshara,"2026-08-06 08:41:16",434.5,2,cshara
2347,16653153,Gbining,"2026-08-04 16:51:38",434.4,1,gbining
2348,16683178,soulasin,"2026-08-07 14:32:26",434.2,2,soulasin
2349,16655729,"Arnab Mallick","2026-08-04 02:41:48",433.7,2,arnabmallick24
2350,16658684,"Takayuki Michishita","2026-08-06 06:25:20",433.6,2,takayukimichishita
2351,16643193,"Shoroogh Ahmadi","2026-08-06 11:27:24",433.1,2,shorooghahmadi
2352,16639727,"Andres Mohali","2026-08-07 13:11:18",433.0,2,mohax3
2353,16683934,"Teja Madala","2026-08-08 07:05:18",432.7,2,tejamadala
2354,16683087,qiuchenglong,"2026-08-07 09:25:48",432.2,2,qiuchenglong
2355,16624073,Maruichi01,"2026-08-03 15:48:39",432.0,2,"maruichi01,puws06,tatsukisato"
2356,16667766,vasujain7,"2026-08-05 17:44:03",431.8,2,vasujain7
2357,16675048,Wizard_King,"2026-08-06 19:35:41",431.5,2,anshumanrayy
2358,16677592,keniii,"2026-08-08 01:01:48",430.8,2,kartheeswaran28
2359,16622943,"Erwin Huizenga","2026-08-07 09:01:42",430.8,2,erwinh
2360,16665919,"Labmem Tang","2026-08-06 08:43:23",430.7,2,labmemtang
2361,16661639,"Jayanth Kumar D","2026-08-06 13:36:46",430.6,2,jayanthkumard
2362,16653078,pk210495,"2026-08-07 14:34:22",430.5,2,pk210495
2363,16661191,"Yudha Eka Saputra","2026-08-04 19:28:31",429.6,2,yudhaekasaputra
2364,16657056,"Jacob Ross Piedad","2026-08-06 12:15:14",429.0,1,jacobrosspiedad
2365,16677747,"Yuvraj Bhatt","2026-08-08 05:20:06",428.6,2,bhattyuvraj22
2366,16668673,"kyran sinha","2026-08-05 23:08:45",428.4,2,kyransinha
2367,16660471,"Obsessed Beings","2026-08-05 16:46:35",428.0,2,"meur99,muhammedsaeed315,obsessedbeing,studentwork01"
2368,16661633,"Joseph Garcia","2026-08-07 14:20:46",427.7,2,josephpgar
2369,16646644,BeyondBirthday,"2026-08-05 06:08:07",427.7,2,near07
2370,16655811,"Duy Trần","2026-08-04 08:23:27",427.2,1,duyqtrn
2371,16658897,"Teja Pattem","2026-08-07 10:42:44",427.2,2,tejapattem
2372,16664841,vohi01,"2026-08-05 11:22:50",427.2,2,vohi01
2373,16666282,"Bang sion","2026-08-05 11:45:54",426.7,1,bangsioni
2374,16660899,"Clarence Trinidad","2026-08-07 17:53:59",426.6,2,claree007
2375,16681056,"Aryan Jhingan","2026-08-07 04:56:52",426.2,2,aryanjhingan
2376,16667767,t3l3k3n3sis,"2026-08-08 05:15:58",425.8,2,"daffafariq,hashmatzamaryali,malsabbagh05"
2377,16624553,"Abiram Bharathi S.A","2026-08-08 04:20:51",425.3,2,abirambharathisa
2378,16662874,"Dev Shah","2026-08-08 01:52:52",425.2,2,imdevshah11
2379,16660436,turkenm,"2026-08-06 13:03:36",425.1,2,turkenm
2380,16658554,Pai,"2026-08-07 22:06:33",424.4,1,rajathrpai
2381,16672689,"Yusuf Yemez","2026-08-06 06:51:07",423.9,1,yusufyemez
2382,16642139,"Arnav Goel","2026-08-06 13:02:13",422.5,1,arnavgoel17
2383,16662403,"ulaş özen","2026-08-05 19:49:16",421.9,2,ulazen
2384,16661707,"Rudolf HOUNLETE","2026-08-07 00:06:09",421.5,2,queystanle
2385,16686843,"Juraj Zelman","2026-08-07 22:21:35",420.8,2,jurajzelman
2386,16666115,"Iam Intolerable","2026-08-06 07:48:28",420.5,2,iamintolerable
2387,16623730,"Ethan Higgins","2026-07-31 02:25:21",420.4,2,ethanhigginz
2388,16659453,"Ishwar Rathod","2026-08-06 03:29:27",420.2,2,ishwarrathodofficial
2389,16659864,"Twin Titans","2026-08-07 12:22:56",419.6,2,"sivahokage,solaisararaju"
2390,16671666,showtree,"2026-08-07 01:59:30",419.1,1,showtree
2391,16672247,"Movie Watch2022","2026-08-07 17:11:59",418.9,2,moviewatch2022
2392,16649794,"Wanzhu Zhao","2026-08-04 13:04:05",418.9,2,wanzhuzhaora
2393,16652970,"Abhay sarkar","2026-08-05 14:40:05",418.8,1,abhaysarkarai
2394,16659234,"MARY RAISA P","2026-08-07 03:41:01",418.7,2,"harinimala21,maryraisap,saha0102"
2395,16660246,taqnik,"2026-08-08 06:15:22",418.5,1,taqnik
2396,16637342,SupremeWarrior108,"2026-08-04 19:37:15",418.4,2,supremewarrior108
2397,16654348,rkeshwani,"2026-08-07 16:17:49",418.3,2,rkeshwani
2398,16630545,"GAURAV PARKHEDKAR","2026-08-01 07:00:23",418.2,2,gauravparkhedkar
2399,16660144,"Léandre ELISHA","2026-08-06 08:17:23",417.4,2,landreelisha
2400,16656351,"Triet Ho","2026-08-07 07:27:33",416.8,2,trietho247
2401,16666709,JSQL,"2026-08-07 10:25:55",416.3,2,jeffreyschott
2402,16662791,"Shiva Neshan yuva","2026-08-04 19:28:15",415.5,2,shivaneshanyuva
2403,16659410,TTH,"2026-08-07 08:21:16",415.3,2,tthungdz
2404,16670257,RonitKhanna333,"2026-08-06 11:04:27",415.0,1,ronitkhanna333
2405,16654404,"Madhan Sidmal","2026-08-03 21:59:11",414.5,2,madhansidmal
2406,16661460,Lucky,"2026-08-08 02:14:48",414.0,1,tmiya0107
2407,16686700,"Hakkı selim Ak","2026-08-07 17:06:03",413.8,1,hakkselimak
2408,16664218,"Nguyen Vu Tue Khang","2026-08-07 03:13:47",413.7,2,nguyenvutuekhang
2409,16661690,codefusiondu,"2026-08-06 04:53:25",413.7,2,codefusiondu
2410,16673583,"Priyanshu Jha","2026-08-06 12:58:03",413.5,2,codewithjha
2411,16660992,"Vishnu Vardhan Dumpala","2026-08-05 18:17:30",412.7,1,vishnuvardhandumpala
2412,16643821,"arnav chaturvedi123","2026-08-02 22:16:08",412.3,2,arnavchaturvedi123
2413,16673372,"Hadyan Adira","2026-08-06 08:49:25",412.0,1,hadyanadira
2414,16661393,"razab Bawa","2026-08-07 08:17:17",411.7,2,razabbawa
2415,16668166,Pikachu,"2026-08-05 14:52:15",411.5,2,"arpankumarsinha,phantomboy69,subhojitpaul2006"
2416,16658227,Gugu888,"2026-08-07 07:58:49",410.3,2,gugu888
2417,16664147,JordanM10,"2026-08-05 19:54:08",409.9,1,jordanm10
2418,16682667,"zeel vavliya","2026-08-07 07:02:55",409.9,1,zeelvavliya
2419,16683309,"Zealous Sebastian","2026-08-07 10:05:10",409.6,2,zealoussebastian
2420,16670527,"Balram Gupta","2026-08-08 06:59:51",409.3,2,bg28898
2421,16663351,MiguelS,"2026-08-07 15:25:29",409.0,2,lordm758
2422,16683284,"Haha Farming","2026-08-07 14:38:04",408.8,1,"akshitharamesh,harinir1423"
2423,16668331,"Maitreya Mohapatra","2026-08-06 10:09:17",407.0,2,maitreyamohapatra
2424,16661711,"Wild Star217","2026-08-05 04:56:02",406.9,2,wildstar217
2425,16656181,Vishwa,"2026-08-05 15:57:30",406.7,2,rv1922
2426,16664219,JosephGuhlin,"2026-08-05 06:21:32",406.7,1,jguhlin
2427,16678250,"RMS Danaraj","2026-08-07 21:31:46",406.2,2,salorajan
2428,16646076,"Ajeet Krishnasamy","2026-08-04 19:52:27",406.2,2,ajeetkrish
2429,16631989,"VIDIT SHRIMALI","2026-07-31 17:13:46",406.1,1,viditshrimali
2430,16657729,"Kandregula V S S V P Krishna Murthy","2026-08-06 13:56:02",406.0,2,kkandregula
2431,16666716,"Fanis Alexakis","2026-08-06 11:08:25",405.2,1,fanisalexakis
2432,16668095,Menna_Allah_Samy12,"2026-08-07 14:19:04",405.2,1,mennaallahsamy12
2433,16662577,"Shreyash Suryawanshi","2026-08-05 07:34:10",404.4,2,shreyashsuryawanshi
2434,16632319,Valentin,"2026-07-31 21:14:24",403.9,1,vaha94
2435,16666884,"Antonio Stanciu","2026-08-05 13:33:24",403.6,1,stanciuantonio
2436,16669176,"Karakam Sridevi","2026-08-05 18:38:13",403.5,1,karakamsridevi
2437,16669411,"Atta Ullah","2026-08-06 07:45:16",402.7,1,attaullahqau
2438,16661955,Bingos,"2026-08-05 11:43:07",402.6,2,bingos
2439,16656627,"Soykot Podder","2026-08-04 12:50:42",402.3,2,diptopodder
2440,16663253,"Albert Benjamin Asare","2026-08-06 19:29:05",401.4,2,albertbenjaminasare
2441,16674714,"Kaaleedass Manoharan","2026-08-07 17:24:14",401.1,1,kaaleedassmanoharan
2442,16650070,"jakub slavíček","2026-08-04 12:58:40",401.1,2,jakubslavicek
2443,16679392,Dickie,"2026-08-06 22:02:36",400.9,1,dickieho
2444,16640394,"MOHAMMADJAFAR ZAMANI","2026-08-06 19:51:04",400.8,2,mohammadjafarzamani
2445,16641288,nakagawaren0805,"2026-08-03 12:40:59",400.5,2,nakagawaren0805
2446,16667998,Speril,"2026-08-08 05:32:55",400.4,2,speril
2447,16658577,farmercode261,"2026-08-08 06:43:26",399.7,2,hifnikhakim
2448,16656506,"Piyush Harde","2026-08-04 12:54:26",399.6,2,piyushharde
2449,16665746,"ABHIRAJ HIWALE","2026-08-08 04:48:31",399.5,2,"abhirajhiwale,amitambhore27"
2450,16653054,Khongor2424,"2026-08-03 15:32:17",399.2,2,khongorkikaik21
2451,16676302,Arnav,"2026-08-08 06:10:01",399.0,2,arnav03101
2452,16679887,ScriptRed,"2026-08-08 00:13:46",399.0,2,scriptred
2453,16667700,"Omar Mohammad","2026-08-05 15:52:54",396.8,2,omarmohammadw
2454,16656198,N9uy3nPham,"2026-08-06 10:56:04",396.6,2,n9uy3npham
2455,16684748,dejavucry,"2026-08-07 19:06:42",395.9,2,dejavucry
2456,16662964,"Tim Ogilvie","2026-08-07 13:29:33",395.4,2,timogilvie
2457,16661213,"Daniel Siersleben","2026-08-05 12:53:41",394.8,1,danielsiersleben
2458,16668333,VishalVivek,"2026-08-07 09:46:17",394.5,1,vishal14332
2459,16660735,"Bassel Elbahnasy","2026-08-05 20:31:32",394.2,2,basselashraf
2460,16658290,rrishavrraj,"2026-08-04 21:27:07",394.0,1,"rrishavrraj,shubhamkumar9812"
2461,16686918,JustinLee,"2026-08-07 18:06:50",394.0,1,justin2061
2462,16629403,Galza98,"2026-07-31 10:09:02",393.7,1,galza98
2463,16675777,"Munshi Sahil Ahmed","2026-08-07 13:40:59",393.1,2,mlboy1
2464,16660270,Ziel_Lux,"2026-08-07 12:05:45",392.6,2,nahbilafaith
2465,16659203,"Praful Nayak","2026-08-05 08:17:06",392.6,2,prafulnayak2003
2466,16621219,"Inna Campo","2026-08-04 01:46:35",391.9,2,innacampo
2467,16668091,Solidscripts.io,"2026-08-06 12:26:11",391.7,2,juancamera1
2468,16669028,"Atishay Kasliwal","2026-08-07 16:34:11",391.0,2,atishaykasliwal
2469,16661587,"Debashis Mohapatra","2026-08-05 09:05:50",390.4,2,debashismohapatra
2470,16658519,"David kinyanjui","2026-08-06 09:28:01",390.3,2,davidkinyanjui
2471,16667615,"Zayd Mulani","2026-08-08 04:04:20",390.3,2,zaydmulani
2472,16623161,"Charles Kalaba","2026-08-04 19:47:47",390.2,2,charleskalaba
2473,16659550,"Sai Syam","2026-08-07 13:31:58",389.3,2,saisyam
2474,16633982,Nikunj1375,"2026-08-07 08:40:29",388.9,2,nikunj1375
2475,16687151,harshi101,"2026-08-08 06:32:37",388.5,2,harshi101
2476,16654947,"Ömer Hüseynov","2026-08-06 17:20:03",388.0,2,omarhuseynov
2477,16663600,"Adrián Flores","2026-08-05 00:38:36",387.8,2,foward2892
2478,16662162,"THE predict","2026-08-07 04:55:34",387.6,2,vikaspal505
2479,16634769,Fivingone,"2026-08-03 03:47:43",387.3,2,fivingone
2480,16670090,"Gianpaolo Nettis","2026-08-07 06:44:49",386.1,2,rakes7
2481,16663445,"ali dzaki","2026-08-07 12:34:02",386.1,2,alidzaki
2482,16669535,sakshitantak,"2026-08-08 05:16:32",386.0,2,sakshitantak
2483,16670881,"Amir Y. Sajjadi","2026-08-05 23:56:26",385.4,1,amirysajjadi
2484,16660996,"Thịnh Nguyễn Chí Tiến","2026-08-08 01:49:40",385.2,2,thnhnguynchtin
2485,16672199,Vachan,"2026-08-06 16:14:41",384.8,1,vachanpadival
2486,16654253,"Gaius K Biju","2026-08-03 18:51:18",384.1,2,gaiuskbiju
2487,16641866,"Prem Gandhi","2026-08-06 19:48:18",384.0,2,gprem352
2488,16628190,Horizonx30,"2026-08-08 05:24:10",383.1,2,horizonx30
2489,16659581,"isah ridwan","2026-08-07 09:02:00",383.1,2,isahridwan
2490,16654430,"Rishoban Y","2026-08-07 13:46:37",383.0,1,rishoban
2491,16637845,"Hadjmohamd Seif","2026-08-06 16:06:46",382.5,2,hadjmohamdseif
2492,16666316,adityakr1001,"2026-08-05 09:33:41",382.3,1,adityakr1001
2493,16670464,halfpintcider,"2026-08-07 15:55:39",382.1,2,visspric7
2494,16658676,"Abdul Roheem Abdul Warith","2026-08-04 18:59:04",381.5,1,albasoliyy
2495,16623823,"Julieta Rubis","2026-07-31 04:45:53",380.9,2,julietarubis
2496,16658620,"Dina Chettouh","2026-08-04 09:13:27",380.6,2,dinachettouh
2497,16663327,Gnr8tr,"2026-08-06 04:59:53",380.6,2,wilburjpereira
2498,16661142,"Phú Nhân Nguyễn","2026-08-07 16:37:05",380.3,2,phnhnnguyn
2499,16684024,"Work From Home 3.0","2026-08-08 01:27:44",380.2,1,"maxtankialok,n00bcak"
2500,16666056,"sarthak gupta1303","2026-08-05 11:01:04",380.1,2,"sarthakgupta1303,sathviktummalapenta"
2501,16653903,Manav2805,"2026-08-04 09:25:08",380.0,2,manav2805
2502,16682906,Masiki,"2026-08-08 06:36:33",379.4,2,blackseed
2503,16666018,"H vv sathwik","2026-08-05 21:28:01",379.4,2,hvvsathwik
2504,16651668,Haiku,"2026-08-05 06:28:54",378.7,2,yangjiefu
2505,16659387,dharssshiniii,"2026-08-04 09:48:15",378.2,1,dharssshiniii
2506,16667839,Viet-Tien,"2026-08-05 14:59:59",377.9,1,tiena2cva
2507,16685996,"Universal Entropy","2026-08-07 16:22:28",377.6,1,fennerjw
2508,16679958,Bum_Fy_Mz,"2026-08-07 19:28:08",377.0,2,bumfymz
2509,16684308,Itsside_jay,"2026-08-07 11:46:48",375.8,1,itssidejay
2510,16678298,"RITIK CHAUDHRY","2026-08-06 20:18:58",375.8,1,ritikchaudhry13
2511,16667042,"Adarsh Mukundan","2026-08-07 17:12:28",375.7,1,aadarshmukundan
2512,16654258,"Ashray Bagde","2026-08-08 07:04:13",375.6,2,ashrayaaaaa
2513,16659720,Project_Kurukshetra,"2026-08-07 17:08:33",375.1,2,"chaitanyaterli05,lavanyayandapalli"
2514,16634720,Thiyo,"2026-08-07 03:34:07",374.4,1,thimirajayasekara
2515,16658990,"Muhammad Burhan SE-45-02","2026-08-07 04:26:18",373.8,2,muhammadburhanse4502
2516,16658065,"Parul Mittal","2026-08-06 13:55:51",373.5,1,pisces83
2517,16681848,Haraguchi-T,"2026-08-07 14:49:24",372.7,2,haraguchit
2518,16654067,DataForge,"2026-08-05 10:19:25",372.5,2,"chanduchandini,goriparthiramatulasi,srilakshmipanitini,suryachakradhar"
2519,16652397,"Aniket Kumar","2026-08-06 13:29:50",371.7,2,kalkiavatar3
2520,16671827,"Shourya Gupta","2026-08-08 07:02:14",371.4,2,siriuspotter
2521,16642994,"Danila Galkin","2026-08-07 11:30:04",371.3,1,danilagalkin
2522,16651939,"Yogesh Jadhav","2026-08-07 06:06:17",370.8,2,dynamo14324
2523,16651623,"Sarvesh Talele","2026-08-07 12:51:09",370.3,2,sarveshtalele
2524,16684954,"Suneeth reddy","2026-08-07 12:51:08",369.9,2,suneethreddy
2525,16627717,da_pond,"2026-07-31 08:33:57",369.6,1,dapond
2526,16622898,"sbol ball","2026-08-07 22:11:22",369.4,1,"linearbasis,maksimkostritsya"
2527,16677517,justnyoike,"2026-08-07 21:35:46",369.3,1,justnyoike
2528,16676003,franck,"2026-08-06 14:59:55",368.8,2,bakura
2529,16659060,Pratham3gewg,"2026-08-06 18:26:51",368.8,2,pratham3gewg
2530,16678521,"Arina Nevolina","2026-08-06 20:31:22",368.3,1,nevolinaa
2531,16678355,"Tanuj Saxena","2026-08-07 10:10:24",368.2,2,tanujsaxena
2532,16660579,mayank,"2026-08-06 14:41:12",368.2,2,mayank921
2533,16673369,Frame,"2026-08-06 07:59:47",367.9,1,rainorwang
2534,16668506,"Louie Tang","2026-08-08 06:56:52",367.8,2,louietang
2535,16667406,"Abdulrahman AlAsali","2026-08-05 13:20:41",367.8,1,abdulrahmanalasali
2536,16658357,heetmehta18,"2026-08-07 13:30:40",367.7,2,heetmehta0000
2537,16652276,Phare111,"2026-08-04 15:09:55",367.7,1,phare111
2538,16662861,"Chirag Tutlani","2026-08-04 19:13:05",367.2,1,chiragtutlani
2539,16655734,dworld,"2026-08-05 04:13:18",366.8,2,jagdishhalde
2540,16686316,"Ali mohon","2026-08-07 16:16:43",366.6,2,alimohon
2541,16688281,"Luke Stafford","2026-08-08 02:06:05",366.0,2,luketstafford
2542,16632145,kazuki_kazukazu,"2026-07-31 14:53:13",365.3,1,kazukikazukazu
2543,16673310,dffzno1,"2026-08-07 07:41:54",365.2,2,joyzip
2544,16668464,Mauro,"2026-08-05 15:57:27",365.1,2,ilmaurino
2545,16665114,"Francesco Benincasa","2026-08-05 09:56:52",365.0,2,francescobenincasa
2546,16635681,"Shubham Phapale","2026-08-06 15:44:16",363.3,2,shubhamphapale
2547,16660543,"BUTUH DUIT","2026-08-06 07:39:16",363.3,2,abulkahfi
2548,16668379,dccgps,"2026-08-08 05:44:36",363.1,1,dccgps
2549,16667238,"Srija ganguluri","2026-08-07 10:14:48",363.1,1,srijaganguluri
2550,16668559,Goups,"2026-08-08 03:51:26",362.0,2,hervrenard
2551,16622567,"Georgy Mamarin","2026-07-31 06:11:31",361.7,1,georgymamarin
2552,16655003,"Paramjeet Kaur","2026-08-04 21:09:02",360.7,1,kauxp26
2553,16624235,appu2431,"2026-08-04 13:53:30",360.5,2,appu2431
2554,16673097,"Sonu Kushwaha","2026-08-08 07:04:28",360.1,2,sonukushwaha124
2555,16623099,"Bovard Doerschuk-Tiberi","2026-07-30 21:04:23",359.5,1,bovard
2556,16658567,"Sharif Mohamed (1)","2026-08-04 13:16:47",359.1,1,sharifmohamed1
2557,16665704,"Sreesanth M S","2026-08-05 07:12:05",359.1,1,sreesanthms
2558,16655813,minerppdy,"2026-08-04 06:06:58",357.1,1,minerppdy
2559,16661290,"Kelian Esteve","2026-08-04 14:33:13",356.1,1,kelianesteve
2560,16661093,"INDRAJIT SWAIN","2026-08-08 06:42:32",355.8,2,indrajitswain
